row_id,Event No,Event Id,Researcher,Test,Struct,Nscale,Visc,Water,Mat L1,H L1,Dr L1,Mat L2,H L2,Dr L2,Mat L3,H L3,Dr_L3,Mat_L4,H_L4,Dr_L4,Curvedsurf,W,L,T,H,H_Cm,H_Cd,M_Struct,M_Deck,M_Col,M_Foot,Embed,Q,T_Fb,Modification,Motion,Amp,IF,RPM,PBA,PBV,CAV5,CAVstd,Ia_s,SIR,cCAV5,cCAVstd,cIa,PGA_s 1,PGA_s 2,PGA_s 3,PGA_s 4,Acc No,PGV_s,CAV5_s,CAVstd_s,Ia_s_2,SIR_s,cCAV5_s,cCAVstd_s,cIa_s,Set,cSet,Rot,cRot,References,Project url,BMA File,SMA File,SMA Sensor,DOI,Container,ESN,Comments,PGA_surface_max,surface_to_base_pga_ratio,apparent_acceleration_benefit,high_cumulative_settlement,high_cumulative_rotation,observed_settlement_rotation_penalty,observed_false_safe_if_acceleration_only,baseline_always_flag,baseline_intensity_only,baseline_structure_only,risk_score,risk_ge_q_0.05,risk_ge_q_0.10,risk_ge_q_0.15,risk_ge_q_0.20,risk_ge_q_0.25,risk_ge_q_0.30,risk_ge_q_0.35,risk_ge_q_0.40,risk_ge_q_0.45,risk_ge_q_0.50,risk_ge_q_0.55,risk_ge_q_0.60,risk_ge_q_0.65,risk_ge_q_0.70,risk_ge_q_0.75,risk_ge_q_0.80,risk_ge_q_0.85,risk_ge_q_0.90,risk_ge_q_0.95,proposed_pre_response_guardrail
,14,T6-30-04-B,SHD01,T6-30,B,55,20,1.1,Nevada Sand,18.0,0.86,Nevada Sand,6.0,0.4,Monterey Sand,2.0,0.86,none,none,none,no,12.0,18.0,0.7,6.0,2.1,4.1,1321018.0,715413.0,,605605.0,0.7,80.0,0.26,none,Large Port Island,5.1,2750,75.9,0.5,52.45,1.37,1.23,3.93,0.57,1.81,1.53,4.29,0.46,0.57,0.55,,2.0,98.19,1.95,1.58,4.56,0.6,3.31,2.56,6.21,547.7,648.3,0.00865,0.01055,SHD01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T6-30-04-BMA.dat,T6-30-04-SMA.dat,"A18, A29, A34",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",4,SHD01 experienced saturation issues with draining before testing,0.57,1.14,False,True,False,True,False,True,True,False,4.737958880539996,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True
,15,T6-30-04-C,SHD01,T6-30,C,55,20,1.1,Nevada Sand,18.0,0.86,Nevada Sand,6.0,0.4,Monterey Sand,2.0,0.86,none,none,none,no,6.0,9.0,0.7,10.2,4.2,9.0,550701.0,399300.0,,151401.0,0.7,130.0,0.33,none,Large Port Island,5.1,2750,75.9,0.5,52.45,1.37,1.23,3.93,0.57,1.81,1.53,4.29,0.46,0.57,0.55,,2.0,98.19,1.95,1.58,4.56,0.6,3.31,2.56,6.21,667.5,776.4,-0.00177,-0.0047,SHD01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T6-30-04-BMA.dat,T6-30-04-SMA.dat,"A18, A29, A34",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",4,SHD01 experienced saturation issues with draining before testing,0.57,1.14,False,True,False,True,False,True,True,False,5.2070316235679135,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
,21,T3-30-02-A,SHD02,T3-30,A,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.3,Monterey Sand,2.0,0.9,none,none,none,no,6.0,9.0,0.7,6.0,2.1,3.9,334414.0,183013.0,,151401.0,0.7,80.0,0.21,none,Small Port Island,0.5,2750,75.3,0.04,6.61,0.08,0.01,0.02,0.0,0.08,0.01,0.02,0.07,0.04,,,1.0,12.43,0.16,0.08,0.07,0.01,0.18,0.08,0.08,2.1,3.5,7e-05,-0.00019,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-02-BMA.dat,T3-30-02-SMA.dat,"A14, A26",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",2,,0.07,1.7500000000000002,False,False,False,False,False,True,False,False,-3.0799044563342175,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,22,T3-30-02-B,SHD02,T3-30,B,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.3,Monterey Sand,2.0,0.9,none,none,none,no,12.0,18.0,0.7,6.0,2.1,4.1,1321018.0,715413.0,,605605.0,0.7,80.0,0.26,none,Small Port Island,0.5,2750,75.3,0.04,6.61,0.08,0.01,0.02,0.0,0.08,0.01,0.02,0.07,0.04,,,1.0,12.43,0.16,0.08,0.07,0.01,0.18,0.08,0.08,4.8,5.6,5e-05,9e-05,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-02-BMA.dat,T3-30-02-SMA.dat,"A14, A26",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",2,,0.07,1.7500000000000002,False,False,False,False,False,True,False,False,-3.039183365848361,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,23,T3-30-02-C,SHD02,T3-30,C,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.3,Monterey Sand,2.0,0.9,none,none,none,no,6.0,9.0,0.7,10.2,4.2,9.0,550701.0,399300.0,,151401.0,0.7,130.0,0.33,none,Small Port Island,0.5,2750,75.3,0.04,6.61,0.08,0.01,0.02,0.0,0.08,0.01,0.02,0.07,0.04,,,1.0,12.43,0.16,0.08,0.07,0.01,0.18,0.08,0.08,-2.7,-2.8,9e-05,7e-05,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-02-BMA.dat,T3-30-02-SMA.dat,"A14, A26",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",2,,0.07,1.7500000000000002,False,False,False,False,False,True,False,False,-2.570110622820444,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,25,T3-30-03-A,SHD02,T3-30,A,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.3,Monterey Sand,2.0,0.9,none,none,none,no,6.0,9.0,0.7,6.0,2.1,3.9,334414.0,183013.0,,151401.0,0.7,80.0,0.21,none,Moderate Port Island,1.7,2750,75.0,0.15,24.48,0.43,0.34,0.46,0.07,0.5,0.35,0.48,0.11,0.38,,,1.0,19.79,0.53,0.42,0.49,0.06,0.71,0.51,0.58,283.7,287.2,0.00248,0.00229,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-03-BMA.dat,T3-30-03-SMA.dat,"A14, A26",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,,0.38,2.5333333333333337,False,False,False,False,False,True,False,False,-1.1670941004110933,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True
,26,T3-30-03-B,SHD02,T3-30,B,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.3,Monterey Sand,2.0,0.9,none,none,none,no,12.0,18.0,0.7,6.0,2.1,4.1,1321018.0,715413.0,,605605.0,0.7,80.0,0.26,none,Moderate Port Island,1.7,2750,75.0,0.15,24.48,0.43,0.34,0.46,0.07,0.5,0.35,0.48,0.11,0.38,,,1.0,19.79,0.53,0.42,0.49,0.06,0.71,0.51,0.58,202.0,207.6,-0.00154,-0.00145,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-03-BMA.dat,T3-30-03-SMA.dat,"A14, A26",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,,0.38,2.5333333333333337,False,False,False,False,False,True,False,False,-1.1263730099252367,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True
,27,T3-30-03-C,SHD02,T3-30,C,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.3,Monterey Sand,2.0,0.9,none,none,none,no,6.0,9.0,0.7,10.2,4.2,9.0,550701.0,399300.0,,151401.0,0.7,130.0,0.33,none,Moderate Port Island,1.7,2750,75.0,0.15,24.48,0.43,0.34,0.46,0.07,0.5,0.35,0.48,0.11,0.38,,,1.0,19.79,0.53,0.42,0.49,0.06,0.71,0.51,0.58,169.9,167.0,0.00829,0.00836,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-03-BMA.dat,T3-30-03-SMA.dat,"A14, A26",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,,0.38,2.5333333333333337,False,False,False,False,False,True,False,False,-0.6573002668973202,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
,29,T3-30-04-A,SHD02,T3-30,A,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.3,Monterey Sand,2.0,0.9,none,none,none,no,6.0,9.0,0.7,6.0,2.1,3.9,334414.0,183013.0,,151401.0,0.7,80.0,0.21,none,Large Port Island,5.1,2750,75.6,0.5,56.35,1.41,1.27,4.24,0.62,1.91,1.62,4.71,0.92,0.8,,,1.0,66.43,1.33,1.12,3.57,0.5,2.04,1.62,4.15,500.0,787.2,0.00231,0.0046,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-04-BMA.dat,T3-30-04-SMA.dat,"A14, A26",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",4,,0.92,1.84,False,True,False,True,False,True,True,False,5.207092187463249,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
,30,T3-30-04-B,SHD02,T3-30,B,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.3,Monterey Sand,2.0,0.9,none,none,none,no,12.0,18.0,0.7,6.0,2.1,4.1,1321018.0,715413.0,,605605.0,0.7,80.0,0.26,none,Large Port Island,5.1,2750,75.6,0.5,56.35,1.41,1.27,4.24,0.62,1.91,1.62,4.71,0.92,0.8,,,1.0,66.43,1.33,1.12,3.57,0.5,2.04,1.62,4.15,459.4,667.0,0.00175,0.0003,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-04-BMA.dat,T3-30-04-SMA.dat,"A14, A26",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",4,,0.92,1.84,False,True,False,True,False,True,True,False,5.247813277949105,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
,31,T3-30-04-C,SHD02,T3-30,C,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.3,Monterey Sand,2.0,0.9,none,none,none,no,6.0,9.0,0.7,10.2,4.2,9.0,550701.0,399300.0,,151401.0,0.7,130.0,0.33,none,Large Port Island,5.1,2750,75.6,0.5,56.35,1.41,1.27,4.24,0.62,1.91,1.62,4.71,0.92,0.8,,,1.0,66.43,1.33,1.12,3.57,0.5,2.04,1.62,4.15,474.7,641.8,0.01104,0.0194,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-04-BMA.dat,T3-30-04-SMA.dat,"A14, A26",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",4,,0.92,1.84,False,True,True,True,False,True,True,False,5.7168860209770225,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
,33,T3-50-SILT-01-A,SHD03,T3-50-SILT,A,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.5,Silt,0.8,,Monterey Sand,1.2,0.85,no,6.0,9.0,0.7,6.0,2.1,3.9,334414.0,183013.0,,151401.0,0.7,80.0,0.21,none,Step Wave,0.9,4000,75.4,0.01,0.64,0.0,0.0,0.0,0.0,0,0,0,0.07,0.04,,,2.0,1.23,0.08,0.0,0.06,0.0,0.08,0,0.06,-1.2,-1.2,-0.00014,-0.00014,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-01-BMA.dat,T3-50-SILT-01-SMA.dat,"A15, A27",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",1,,0.07,7.000000000000001,False,False,False,False,False,True,False,False,-4.144562264838588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,34,T3-50-SILT-01-B,SHD03,T3-50-SILT,B,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.5,Silt,0.8,,Monterey Sand,1.2,0.85,no,12.0,18.0,0.7,6.0,2.1,4.1,1321018.0,715413.0,,605605.0,0.7,80.0,0.26,none,Step Wave,0.9,4000,75.4,0.01,0.64,0.0,0.0,0.0,0.0,0,0,0,0.07,0.04,,,2.0,1.23,0.08,0.0,0.06,0.0,0.08,0,0.06,-1.2,-1.2,4e-05,4e-05,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-01-BMA.dat,T3-50-SILT-01-SMA.dat,"A15, A27",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",1,,0.07,7.000000000000001,False,False,False,False,False,True,False,False,-4.103841174352731,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,35,T3-50-SILT-01-C,SHD03,T3-50-SILT,C,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.5,Silt,0.8,,Monterey Sand,1.2,0.85,no,6.0,9.0,0.7,10.2,4.2,9.0,550701.0,399300.0,,151401.0,0.7,130.0,0.33,none,Step Wave,0.9,4000,75.4,0.01,0.64,0.0,0.0,0.0,0.0,0,0,0,0.07,0.04,,,2.0,1.23,0.08,0.0,0.06,0.0,0.08,0,0.06,-1.3,-1.3,3e-05,3e-05,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-01-BMA.dat,T3-50-SILT-01-SMA.dat,"A15, A27",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",1,,0.07,7.000000000000001,False,False,False,False,False,True,False,False,-3.6347684313248148,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,37,T3-50-SILT-02-A,SHD03,T3-50-SILT,A,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.5,Silt,0.8,,Monterey Sand,1.2,0.85,no,6.0,9.0,0.7,6.0,2.1,3.9,334414.0,183013.0,,151401.0,0.7,80.0,0.21,none,Small Port Island,0.5,2750,75.5,0.04,7.1,0.08,0.02,0.02,0.0,0.08,0.02,0.03,0.09,0.08,,,2.0,17.71,0.31,0.18,0.19,0.02,0.39,0.18,0.25,4.1,2.8,-3e-05,-0.00018,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-02-BMA.dat,T3-50-SILT-02-SMA.dat,"A15, A27",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",2,,0.09,2.25,False,False,False,False,False,True,False,False,-3.6046975772316086,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,38,T3-50-SILT-02-B,SHD03,T3-50-SILT,B,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.5,Silt,0.8,,Monterey Sand,1.2,0.85,no,12.0,18.0,0.7,6.0,2.1,4.1,1321018.0,715413.0,,605605.0,0.7,80.0,0.26,none,Small Port Island,0.5,2750,75.5,0.04,7.1,0.08,0.02,0.02,0.0,0.08,0.02,0.03,0.09,0.08,,,2.0,17.71,0.31,0.18,0.19,0.02,0.39,0.18,0.25,5.6,4.3,0.00011,0.00015,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-02-BMA.dat,T3-50-SILT-02-SMA.dat,"A15, A27",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",2,,0.09,2.25,False,False,False,False,False,True,False,False,-3.563976486745752,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,39,T3-50-SILT-02-C,SHD03,T3-50-SILT,C,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.5,Silt,0.8,,Monterey Sand,1.2,0.85,no,6.0,9.0,0.7,10.2,4.2,9.0,550701.0,399300.0,,151401.0,0.7,130.0,0.33,none,Small Port Island,0.5,2750,75.5,0.04,7.1,0.08,0.02,0.02,0.0,0.08,0.02,0.03,0.09,0.08,,,2.0,17.71,0.31,0.18,0.19,0.02,0.39,0.18,0.25,-7.7,-9.1,0.00385,0.00388,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-02-BMA.dat,T3-50-SILT-02-SMA.dat,"A15, A27",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",2,,0.09,2.25,False,False,False,False,False,True,False,False,-3.094903743717835,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,41,T3-50-SILT-03-A,SHD03,T3-50-SILT,A,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.5,Silt,0.8,,Monterey Sand,1.2,0.85,no,6.0,9.0,0.7,6.0,2.1,3.9,334414.0,183013.0,,151401.0,0.7,80.0,0.21,none,Moderate Port Island,1.7,2750,75.5,0.17,25.08,0.43,0.34,0.44,0.07,0.51,0.36,0.46,0.29,0.27,,,2.0,50.62,0.87,0.76,1.67,0.21,1.26,0.94,1.92,123.0,125.9,0.00139,0.00121,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-03-BMA.dat,T3-50-SILT-03-SMA.dat,"A15, A27",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,,0.29,1.7058823529411762,False,False,False,False,False,True,False,False,-1.5927446643334535,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,42,T3-50-SILT-03-B,SHD03,T3-50-SILT,B,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.5,Silt,0.8,,Monterey Sand,1.2,0.85,no,12.0,18.0,0.7,6.0,2.1,4.1,1321018.0,715413.0,,605605.0,0.7,80.0,0.26,none,Moderate Port Island,1.7,2750,75.5,0.17,25.08,0.43,0.34,0.44,0.07,0.51,0.36,0.46,0.29,0.27,,,2.0,50.62,0.87,0.76,1.67,0.21,1.26,0.94,1.92,116.3,120.6,0.00048,0.00063,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-03-BMA.dat,T3-50-SILT-03-SMA.dat,"A15, A27",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,,0.29,1.7058823529411762,False,False,False,False,False,True,False,False,-1.552023573847597,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,43,T3-50-SILT-03-C,SHD03,T3-50-SILT,C,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.5,Silt,0.8,,Monterey Sand,1.2,0.85,no,6.0,9.0,0.7,10.2,4.2,9.0,550701.0,399300.0,,151401.0,0.7,130.0,0.33,none,Moderate Port Island,1.7,2750,75.5,0.17,25.08,0.43,0.34,0.44,0.07,0.51,0.36,0.46,0.29,0.27,,,2.0,50.62,0.87,0.76,1.67,0.21,1.26,0.94,1.92,133.3,124.2,0.00532,0.0092,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-03-BMA.dat,T3-50-SILT-03-SMA.dat,"A15, A27",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,,0.29,1.7058823529411762,False,False,False,False,False,True,False,False,-1.0829508308196802,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
,45,T3-50-SILT-04-A,SHD03,T3-50-SILT,A,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.5,Silt,0.8,,Monterey Sand,1.2,0.85,no,6.0,9.0,0.7,6.0,2.1,3.9,334414.0,183013.0,,151401.0,0.7,80.0,0.21,none,Large Port Island,5.1,2750,75.3,0.45,53.57,1.37,1.23,4.18,0.61,1.89,1.59,4.64,0.67,1.07,,,2.0,170.28,2.51,2.4,11.41,1.65,3.78,3.33,13.32,419.7,545.6,0.0086,0.00981,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-04-BMA.dat,T3-50-SILT-04-SMA.dat,"A15, A27",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",4,,1.07,2.3777777777777778,False,True,False,True,False,True,True,False,4.186799111482119,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True
,46,T3-50-SILT-04-B,SHD03,T3-50-SILT,B,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.5,Silt,0.8,,Monterey Sand,1.2,0.85,no,12.0,18.0,0.7,6.0,2.1,4.1,1321018.0,715413.0,,605605.0,0.7,80.0,0.26,none,Large Port Island,5.1,2750,75.3,0.45,53.57,1.37,1.23,4.18,0.61,1.89,1.59,4.64,0.67,1.07,,,2.0,170.28,2.51,2.4,11.41,1.65,3.78,3.33,13.32,378.5,499.1,0.00771,0.00834,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-04-BMA.dat,T3-50-SILT-04-SMA.dat,"A15, A27",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",4,,1.07,2.3777777777777778,False,True,False,True,False,True,True,False,4.227520201967976,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True
,47,T3-50-SILT-04-C,SHD03,T3-50-SILT,C,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.5,Silt,0.8,,Monterey Sand,1.2,0.85,no,6.0,9.0,0.7,10.2,4.2,9.0,550701.0,399300.0,,151401.0,0.7,130.0,0.33,none,Large Port Island,5.1,2750,75.3,0.45,53.57,1.37,1.23,4.18,0.61,1.89,1.59,4.64,0.67,1.07,,,2.0,170.28,2.51,2.4,11.41,1.65,3.78,3.33,13.32,534.4,658.6,0.00455,0.01374,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-04-BMA.dat,T3-50-SILT-04-SMA.dat,"A15, A27",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",4,,1.07,2.3777777777777778,False,True,True,True,False,True,True,False,4.696592944995893,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True
,53,T3-50-02-A,SHD04,T3-50,A,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.5,Monterey Sand,2.0,0.85,none,none,none,no,6.0,9.0,0.7,6.0,2.1,3.9,334414.0,183013.0,,151401.0,0.7,80.0,0.21,none,Moderate Port Island,1.7,2750,76.0,0.15,22.31,0.37,0.28,0.33,0.05,0.37,0.28,0.33,,0.15,,,2.0,30.26,0.65,0.44,0.58,0.08,0.65,0.44,0.58,108.4,108.4,0.00041,0.00041,SHD04 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-02-BMA.dat,T3-50-02-SMA.dat,"A11, A21",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",2,,0.15,1.0,False,False,False,False,False,True,False,False,-1.9348919582065371,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,54,T3-50-02-A_SW,SHD04,T3-50,A_SW,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.5,Monterey Sand,2.0,0.85,none,none,none,no,6.0,9.0,0.7,6.0,2.1,3.9,334414.0,183013.0,,151401.0,0.7,80.0,0.21,Structural Wall,Moderate Port Island,1.7,2750,76.0,0.15,22.31,0.37,0.28,0.33,0.05,0.37,0.28,0.33,,0.15,,,2.0,30.26,0.65,0.44,0.58,0.08,0.65,0.44,0.58,50.1,50.1,0.00125,0.00125,SHD04 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-02-BMA.dat,T3-50-02-SMA.dat,"A11, A21",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",2,,0.15,1.0,False,False,False,False,False,True,False,False,-1.9348919582065371,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,55,T3-50-02-A_WB,SHD04,T3-50,A_WB,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.5,Monterey Sand,2.0,0.85,none,none,none,no,6.0,9.0,0.7,6.0,2.1,3.9,334414.0,183013.0,,151401.0,0.7,80.0,0.21,Water Barrier,Moderate Port Island,1.7,2750,76.0,0.15,22.31,0.37,0.28,0.33,0.05,0.37,0.28,0.33,,0.15,,,2.0,30.26,0.65,0.44,0.58,0.08,0.65,0.44,0.58,93.8,93.8,-0.00312,-0.00312,SHD04 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-02-BMA.dat,T3-50-02-SMA.dat,"A11, A21",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",2,,0.15,1.0,False,False,False,False,False,True,False,False,-1.9348919582065371,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,57,T3-50-03-A,SHD04,T3-50,A,55,22,1.1,Nevada Sand,21.0,0.9,Nevada Sand,3.0,0.5,Monterey Sand,2.0,0.85,none,none,none,no,6.0,9.0,0.7,6.0,2.1,3.9,334414.0,183013.0,,151401.0,0.7,80.0,0.21,none,Chi-Chi TCU078,0.28,11000,76.1,0.13,14.62,0.88,0.62,0.57,0.02,1.24,0.89,0.89,0.19,0.16,,,2.0,22.42,1.74,1.26,1.52,0.05,2.39,1.7,2.1,34.2,142.6,0.00077,0.00118,SHD04 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-03-BMA.dat,T3-50-03-SMA.dat,"A11, A21",,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,,0.19,1.4615384615384615,False,False,False,False,False,True,False,False,-2.304998946440884,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
