row_id,Event No,Event Id,Researcher,Test,Struct,Nscale,Visc,Water,Mat L1,H L1,Dr L1,Mat L2,H L2,Dr L2,Mat L3,H L3,Dr_L3,Mat_L4,H_L4,Dr_L4,Curvedsurf,W,L,T,H,H_Cm,H_Cd,M_Struct,M_Deck,M_Col,M_Foot,Embed,Q,T_Fb,Modification,Motion,Amp,IF,RPM,PBA,PBV,CAV5,CAVstd,Ia_s,SIR,cCAV5,cCAVstd,cIa,PGA_s 1,PGA_s 2,PGA_s 3,PGA_s 4,Acc No,PGV_s,CAV5_s,CAVstd_s,Ia_s_2,SIR_s,cCAV5_s,cCAVstd_s,cIa_s,Set,cSet,Rot,cRot,References,Project url,BMA File,SMA File,SMA Sensor,DOI,Container,ESN,Comments,PGA_surface_max,surface_to_base_pga_ratio,apparent_acceleration_benefit,high_cumulative_settlement,high_cumulative_rotation,observed_settlement_rotation_penalty,observed_false_safe_if_acceleration_only,baseline_always_flag,baseline_intensity_only,baseline_structure_only,risk_score,risk_ge_q_0.05,risk_ge_q_0.10,risk_ge_q_0.15,risk_ge_q_0.20,risk_ge_q_0.25,risk_ge_q_0.30,risk_ge_q_0.35,risk_ge_q_0.40,risk_ge_q_0.45,risk_ge_q_0.50,risk_ge_q_0.55,risk_ge_q_0.60,risk_ge_q_0.65,risk_ge_q_0.70,risk_ge_q_0.75,risk_ge_q_0.80,risk_ge_q_0.85,risk_ge_q_0.90,risk_ge_q_0.95,proposed_pre_response_guardrail
,314,T4.5-50-07-J_A-P,JDZ01,T4.5-50,J_A-P,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1025702.0,637050.0,195324.0,193328.0,1.4,186.0,,"Adjacent Structure, Attached Piles",Step Wave,0.9,4000,,0.01,0.41,0.0,0.0,0.0,0.0,0.07,0.01,0.03,0.02,0.01,0.02,0.01,3.0,0.58,0.02,0.0,0.01,0.0,0.22,0.08,0.14,0.2,2.9,,,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-07-BMA.dat,T4.5-50-07-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",7,,0.02,2.0,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,315,T4.5-50-07-A_J,JDZ01,T4.5-50,A_J,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,325014.0,164162.0,21080.0,139772.0,0.7,65.0,,Adjacent Structure,Step Wave,0.9,4000,,0.01,0.41,0.0,0.0,0.0,0.0,0.07,0.01,0.03,0.02,0.01,0.02,0.01,3.0,0.58,0.02,0.0,0.01,0.0,0.22,0.08,0.14,0.5,4.6,1e-05,-0.00034,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-07-BMA.dat,T4.5-50-07-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",7,,0.02,2.0,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,316,T4.5-50-07-J_A,JDZ01,T4.5-50,J_A,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1026534.0,636551.0,195491.0,194492.0,1.4,186.0,,Adjacent Structure,Step Wave,0.9,4000,,0.01,0.41,0.0,0.0,0.0,0.0,0.07,0.01,0.03,0.02,0.01,0.02,0.01,3.0,0.58,0.02,0.0,0.01,0.0,0.22,0.08,0.14,0.2,6.3,0.0,-0.00026,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-07-BMA.dat,T4.5-50-07-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",7,,0.02,2.0,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,318,T4.5-50-08-A,JDZ01,T4.5-50,A,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,326627.0,164611.0,21063.0,140953.0,0.7,65.0,,none,Small Port Island,0.5,2750,,0.05,6.94,0.11,0.01,0.04,0.0,0.18,0.02,0.07,0.07,0.07,0.07,0.07,3.0,11.17,0.57,0.08,0.15,0.0,0.79,0.16,0.29,2.0,7.6,0.0,0.00066,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-08-BMA.dat,T4.5-50-08-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",8,,0.07,1.4000000000000001,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,319,T4.5-50-08-A_A-N,JDZ01,T4.5-50,A_A-N,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,326694.0,164678.0,20198.0,141818.0,0.7,65.0,,Adjacent Structure,Small Port Island,0.5,2750,,0.05,6.94,0.11,0.01,0.04,0.0,0.18,0.02,0.07,0.07,0.07,0.07,0.07,3.0,11.17,0.57,0.08,0.15,0.0,0.79,0.16,0.29,3.0,6.8,-0.00033,0.00031,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-08-BMA.dat,T4.5-50-08-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",8,,0.07,1.4000000000000001,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,320,T4.5-50-08-A_A-S,JDZ01,T4.5-50,A_A-S,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,324148.0,164545.0,20148.0,139456.0,0.7,65.0,,Adjacent Structure,Small Port Island,0.5,2750,,0.05,6.94,0.11,0.01,0.04,0.0,0.18,0.02,0.07,0.07,0.07,0.07,0.07,3.0,11.17,0.57,0.08,0.15,0.0,0.79,0.16,0.29,1.0,8.7,-0.00017,-0.00034,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-08-BMA.dat,T4.5-50-08-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",8,,0.07,1.4000000000000001,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,321,T4.5-50-08-A_J-P,JDZ01,T4.5-50,A_J-P,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,321736.0,162033.0,19982.0,139722.0,0.7,65.0,,Adjacent Structure,Small Port Island,0.5,2750,,0.05,6.94,0.11,0.01,0.04,0.0,0.18,0.02,0.07,0.07,0.07,0.07,0.07,3.0,11.17,0.57,0.08,0.15,0.0,0.79,0.16,0.29,3.5,13.0,0.00057,0.00162,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-08-BMA.dat,T4.5-50-08-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",8,,0.07,1.4000000000000001,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,322,T4.5-50-08-J_A-P,JDZ01,T4.5-50,J_A-P,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1025702.0,637050.0,195324.0,193328.0,1.4,186.0,,"Adjacent Structure, Attached Piles",Small Port Island,0.5,2750,,0.05,6.94,0.11,0.01,0.04,0.0,0.18,0.02,0.07,0.07,0.07,0.07,0.07,3.0,11.17,0.57,0.08,0.15,0.0,0.79,0.16,0.29,2.0,4.9,,,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-08-BMA.dat,T4.5-50-08-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",8,,0.07,1.4000000000000001,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,323,T4.5-50-08-A_J,JDZ01,T4.5-50,A_J,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,325014.0,164162.0,21080.0,139772.0,0.7,65.0,,Adjacent Structure,Small Port Island,0.5,2750,,0.05,6.94,0.11,0.01,0.04,0.0,0.18,0.02,0.07,0.07,0.07,0.07,0.07,3.0,11.17,0.57,0.08,0.15,0.0,0.79,0.16,0.29,2.0,6.6,0.00019,-0.00015,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-08-BMA.dat,T4.5-50-08-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",8,,0.07,1.4000000000000001,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,324,T4.5-50-08-J_A,JDZ01,T4.5-50,J_A,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1026534.0,636551.0,195491.0,194492.0,1.4,186.0,,Adjacent Structure,Small Port Island,0.5,2750,,0.05,6.94,0.11,0.01,0.04,0.0,0.18,0.02,0.07,0.07,0.07,0.07,0.07,3.0,11.17,0.57,0.08,0.15,0.0,0.79,0.16,0.29,5.5,11.8,-0.00016,-0.00042,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-08-BMA.dat,T4.5-50-08-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",8,,0.07,1.4000000000000001,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,326,T4.5-50-09-A,JDZ01,T4.5-50,A,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,326627.0,164611.0,21063.0,140953.0,0.7,65.0,,none,Moderate Port Island,1.7,2750,,0.21,22.98,0.41,0.28,0.41,0.06,0.59,0.3,0.48,0.66,0.58,0.57,0.52,3.0,44.07,1.09,0.64,1.78,0.25,1.88,0.8,2.06,200.0,207.6,0.00717,0.00783,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-09-BMA.dat,T4.5-50-09-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,,0.66,3.1428571428571432,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,327,T4.5-50-09-A_A-N,JDZ01,T4.5-50,A_A-N,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,326694.0,164678.0,20198.0,141818.0,0.7,65.0,,Adjacent Structure,Moderate Port Island,1.7,2750,,0.21,22.98,0.41,0.28,0.41,0.06,0.59,0.3,0.48,0.66,0.58,0.57,0.52,3.0,44.07,1.09,0.64,1.78,0.25,1.88,0.8,2.06,201.0,207.8,-0.00233,-0.00202,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-09-BMA.dat,T4.5-50-09-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,,0.66,3.1428571428571432,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,328,T4.5-50-09-A_A-S,JDZ01,T4.5-50,A_A-S,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,324148.0,164545.0,20148.0,139456.0,0.7,65.0,,Adjacent Structure,Moderate Port Island,1.7,2750,,0.21,22.98,0.41,0.28,0.41,0.06,0.59,0.3,0.48,0.66,0.58,0.57,0.52,3.0,44.07,1.09,0.64,1.78,0.25,1.88,0.8,2.06,208.0,216.7,0.00333,0.00299,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-09-BMA.dat,T4.5-50-09-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,,0.66,3.1428571428571432,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,329,T4.5-50-09-A_J-P,JDZ01,T4.5-50,A_J-P,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,321736.0,162033.0,19982.0,139722.0,0.7,65.0,,Adjacent Structure,Moderate Port Island,1.7,2750,,0.21,22.98,0.41,0.28,0.41,0.06,0.59,0.3,0.48,0.66,0.58,0.57,0.52,3.0,44.07,1.09,0.64,1.78,0.25,1.88,0.8,2.06,166.0,179.0,-0.01075,-0.00913,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-09-BMA.dat,T4.5-50-09-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,,0.66,3.1428571428571432,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,330,T4.5-50-09-J_A-P,JDZ01,T4.5-50,J_A-P,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1025702.0,637050.0,195324.0,193328.0,1.4,186.0,,"Adjacent Structure, Attached Piles",Moderate Port Island,1.7,2750,,0.21,22.98,0.41,0.28,0.41,0.06,0.59,0.3,0.48,0.66,0.58,0.57,0.52,3.0,44.07,1.09,0.64,1.78,0.25,1.88,0.8,2.06,27.0,31.9,,,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-09-BMA.dat,T4.5-50-09-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,,0.66,3.1428571428571432,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,331,T4.5-50-09-A_J,JDZ01,T4.5-50,A_J,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,325014.0,164162.0,21080.0,139772.0,0.7,65.0,,Adjacent Structure,Moderate Port Island,1.7,2750,,0.21,22.98,0.41,0.28,0.41,0.06,0.59,0.3,0.48,0.66,0.58,0.57,0.52,3.0,44.07,1.09,0.64,1.78,0.25,1.88,0.8,2.06,116.0,122.6,-0.00472,-0.00487,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-09-BMA.dat,T4.5-50-09-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,,0.66,3.1428571428571432,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,332,T4.5-50-09-J_A,JDZ01,T4.5-50,J_A,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1026534.0,636551.0,195491.0,194492.0,1.4,186.0,,Adjacent Structure,Moderate Port Island,1.7,2750,,0.21,22.98,0.41,0.28,0.41,0.06,0.59,0.3,0.48,0.66,0.58,0.57,0.52,3.0,44.07,1.09,0.64,1.78,0.25,1.88,0.8,2.06,137.0,148.8,-0.00213,-0.00255,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-09-BMA.dat,T4.5-50-09-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,,0.66,3.1428571428571432,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,334,T4.5-50-10-A,JDZ01,T4.5-50,A,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,326627.0,164611.0,21063.0,140953.0,0.7,65.0,,none,Moderate Chi-Chi TCU078,0.28,11000,,0.16,18.33,1.1,0.8,0.87,0.03,1.69,1.1,1.35,0.33,0.33,0.38,0.29,3.0,36.24,1.68,0.99,1.44,0.06,3.56,1.79,3.51,166.0,373.6,0.01017,0.018,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-10-BMA.dat,T4.5-50-10-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,,0.38,2.375,False,True,True,True,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,335,T4.5-50-10-A_A-N,JDZ01,T4.5-50,A_A-N,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,326694.0,164678.0,20198.0,141818.0,0.7,65.0,,Adjacent Structure,Moderate Chi-Chi TCU078,0.28,11000,,0.16,18.33,1.1,0.8,0.87,0.03,1.69,1.1,1.35,0.33,0.33,0.38,0.29,3.0,36.24,1.68,0.99,1.44,0.06,3.56,1.79,3.51,143.0,350.8,0.0115,0.00948,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-10-BMA.dat,T4.5-50-10-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,,0.38,2.375,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,336,T4.5-50-10-A_A-S,JDZ01,T4.5-50,A_A-S,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,324148.0,164545.0,20148.0,139456.0,0.7,65.0,,Adjacent Structure,Moderate Chi-Chi TCU078,0.28,11000,,0.16,18.33,1.1,0.8,0.87,0.03,1.69,1.1,1.35,0.33,0.33,0.38,0.29,3.0,36.24,1.68,0.99,1.44,0.06,3.56,1.79,3.51,148.0,364.7,-0.00983,-0.00684,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-10-BMA.dat,T4.5-50-10-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,,0.38,2.375,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,337,T4.5-50-10-A_J-P,JDZ01,T4.5-50,A_J-P,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,321736.0,162033.0,19982.0,139722.0,0.7,65.0,,Adjacent Structure,Moderate Chi-Chi TCU078,0.28,11000,,0.16,18.33,1.1,0.8,0.87,0.03,1.69,1.1,1.35,0.33,0.33,0.38,0.29,3.0,36.24,1.68,0.99,1.44,0.06,3.56,1.79,3.51,182.0,361.0,-0.01057,-0.0197,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-10-BMA.dat,T4.5-50-10-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,,0.38,2.375,False,False,True,True,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,338,T4.5-50-10-J_A-P,JDZ01,T4.5-50,J_A-P,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1025702.0,637050.0,195324.0,193328.0,1.4,186.0,,"Adjacent Structure, Attached Piles",Moderate Chi-Chi TCU078,0.28,11000,,0.16,18.33,1.1,0.8,0.87,0.03,1.69,1.1,1.35,0.33,0.33,0.38,0.29,3.0,36.24,1.68,0.99,1.44,0.06,3.56,1.79,3.51,4.0,35.9,,,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-10-BMA.dat,T4.5-50-10-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,,0.38,2.375,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,339,T4.5-50-10-A_J,JDZ01,T4.5-50,A_J,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,325014.0,164162.0,21080.0,139772.0,0.7,65.0,,Adjacent Structure,Moderate Chi-Chi TCU078,0.28,11000,,0.16,18.33,1.1,0.8,0.87,0.03,1.69,1.1,1.35,0.33,0.33,0.38,0.29,3.0,36.24,1.68,0.99,1.44,0.06,3.56,1.79,3.51,99.0,221.6,-0.0166,-0.02147,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-10-BMA.dat,T4.5-50-10-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,,0.38,2.375,False,False,True,True,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,340,T4.5-50-10-J_A,JDZ01,T4.5-50,J_A,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1026534.0,636551.0,195491.0,194492.0,1.4,186.0,,Adjacent Structure,Moderate Chi-Chi TCU078,0.28,11000,,0.16,18.33,1.1,0.8,0.87,0.03,1.69,1.1,1.35,0.33,0.33,0.38,0.29,3.0,36.24,1.68,0.99,1.44,0.06,3.56,1.79,3.51,72.0,220.8,0.00098,-0.00157,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-10-BMA.dat,T4.5-50-10-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,,0.38,2.375,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
